Country,Year,Population,Income,Energy
Togo,1971,2250000,1900,332
Togo,1972,2300000,1770,324
Togo,1973,2360000,1780,317
Togo,1974,2410000,1720,323
Togo,1975,2460000,1660,316
Togo,1976,2520000,1690,328
Togo,1977,2580000,1810,330
Togo,1978,2640000,1850,335
Togo,1979,2720000,1710,326
Togo,1980,2810000,1540,322
Togo,1981,2920000,1430,327
Togo,1982,3030000,1310,308
Togo,1983,3140000,1330,308
Togo,1984,3250000,1330,303
Togo,1985,3360000,1320,320
Togo,1986,3470000,1240,328
Togo,1987,3580000,1320,325
Togo,1988,3680000,1320,326
Togo,1989,3770000,1350,335
Togo,1990,3860000,1310,335
Togo,1991,3950000,1230,332
Togo,1992,4030000,1020,327
Togo,1993,4120000,1150,361
Togo,1994,4230000,1210,371
Togo,1995,4350000,1280,404
Togo,1996,4490000,1420,386
Togo,1997,4630000,1340,399
Togo,1998,4780000,1330,442
Togo,1999,4920000,1280,429
Togo,2000,5060000,1260,416
Togo,2001,5200000,1270,420
Togo,2002,5330000,1320,432
Togo,2003,5470000,1280,426
Togo,2004,5610000,1190,423
Togo,2005,5760000,1190,411
Togo,2006,5920000,1140,415
Togo,2007,6080000,1160,421
Togo,2008,6250000,1190,498
Togo,2009,6420000,1230,485
Togo,2010,6600000,1270,475
Thailand,1970,38000000,2970,361
Thailand,1971,39100000,3000,368
Thailand,1972,40200000,3190,389
Thailand,1973,41300000,3240,386
Thailand,1974,42300000,3300,410
Thailand,1975,43400000,3500,434
Thailand,1976,44400000,3740,452
Thailand,1977,45400000,4010,459
Thailand,1978,46400000,4100,474
Thailand,1979,47400000,4170,464
Thailand,1980,48300000,4310,460
Thailand,1981,49300000,4430,457
Thailand,1982,50200000,4570,412
Thailand,1983,51100000,4720,446
Thailand,1984,52000000,4830,475
Thailand,1985,53000000,4990,490
Thailand,1986,53900000,5350,532
Thailand,1987,54900000,5940,596
Thailand,1988,55800000,6530,657
Thailand,1989,56600000,7110,742
Thailand,1990,57200000,7630,796
Thailand,1991,57800000,8160,839
Thailand,1992,58300000,8750,878
Thailand,1993,58900000,9370,962
Thailand,1994,59500000,10000,1040
Thailand,1995,60100000,10500,1150
Thailand,1996,60800000,10100,1160
Thailand,1997,61600000,9190,1070
Thailand,1998,62300000,9500,1130
Thailand,1999,63000000,9820,1150
Thailand,2000,63500000,10100,1170
Thailand,2001,64100000,10600,1280
Thailand,2002,64500000,11300,1380
Thailand,2003,65000000,11900,1480
Thailand,2004,65400000,12300,1510
Thailand,2005,65800000,12900,1530
Thailand,2006,66200000,13500,1590
Thailand,2007,66500000,13600,1620
Thailand,2008,66900000,13500,1610
Thailand,2009,67200000,14400,1750
Thailand,2010,67500000,14500,1740
Trinidad and Tobago,1970,956000,13100,2760
Trinidad and Tobago,1971,968000,13400,2770
Trinidad and Tobago,1972,982000,13300,2690
Trinidad and Tobago,1973,996000,13700,2680
Trinidad and Tobago,1974,1010000,13600,2300
Trinidad and Tobago,1975,1030000,14400,2510
Trinidad and Tobago,1976,1040000,14800,2810
Trinidad and Tobago,1977,1050000,16000,3330
Trinidad and Tobago,1978,1070000,16200,3400
Trinidad and Tobago,1979,1080000,17000,3530
Trinidad and Tobago,1980,1100000,17200,3690
Trinidad and Tobago,1981,1120000,15600,3650
Trinidad and Tobago,1982,1140000,13900,3720
Trinidad and Tobago,1983,1160000,14200,4140
Trinidad and Tobago,1984,1170000,13100,4350
Trinidad and Tobago,1985,1180000,12300,4500
Trinidad and Tobago,1986,1190000,11300,4190
Trinidad and Tobago,1987,1200000,10600,4560
Trinidad and Tobago,1988,1210000,10200,4400
Trinidad and Tobago,1989,1220000,10100,4900
Trinidad and Tobago,1990,1230000,10300,4840
Trinidad and Tobago,1991,1240000,11300,5290
Trinidad and Tobago,1992,1240000,11200,5030
Trinidad and Tobago,1993,1250000,11500,5040
Trinidad and Tobago,1994,1250000,11900,4900
Trinidad and Tobago,1995,1260000,12700,5780
Trinidad and Tobago,1996,1260000,13700,5440
Trinidad and Tobago,1997,1260000,14700,6310
Trinidad and Tobago,1998,1260000,15900,7350
Trinidad and Tobago,1999,1270000,17000,7760
Trinidad and Tobago,2000,1270000,17600,8640
Trinidad and Tobago,2001,1280000,18900,9360
Trinidad and Tobago,2002,1280000,21500,10400
Trinidad and Tobago,2003,1290000,23100,10900
Trinidad and Tobago,2004,1300000,24500,12400
Trinidad and Tobago,2005,1300000,27600,13800
Trinidad and Tobago,2006,1310000,28700,14600
Trinidad and Tobago,2007,1310000,29600,14100
Trinidad and Tobago,2008,1320000,28100,14200
Trinidad and Tobago,2009,1330000,28900,15100
Trinidad and Tobago,2010,1340000,28700,14800
Tunisia,1970,5180000,3490,320
Tunisia,1971,5290000,4010,342
Tunisia,1972,5410000,3880,349
Tunisia,1973,5530000,4070,380
Tunisia,1974,5660000,4230,384
Tunisia,1975,5790000,4430,401
Tunisia,1976,5920000,4450,425
Tunisia,1977,6060000,4620,456
Tunisia,1978,6210000,4790,483
Tunisia,1979,6370000,5000,513
Tunisia,1980,6550000,5120,515
Tunisia,1981,6740000,4980,492
Tunisia,1982,6940000,5100,544
Tunisia,1983,7140000,5120,560
Tunisia,1984,7330000,5260,568
Tunisia,1985,7520000,5030,546
Tunisia,1986,7700000,5220,542
Tunisia,1987,7880000,5090,556
Tunisia,1988,8060000,5150,541
Tunisia,1989,8240000,5430,600
Tunisia,1990,8430000,5520,581
Tunisia,1991,8610000,5820,632
Tunisia,1992,8800000,5830,603
Tunisia,1993,8970000,5900,639
Tunisia,1994,9130000,5930,636
Tunisia,1995,9270000,6260,655
Tunisia,1996,9400000,6510,666
Tunisia,1997,9510000,6740,717
Tunisia,1998,9610000,7070,733
Tunisia,1999,9710000,7330,753
Tunisia,2000,9790000,7540,787
Tunisia,2001,9870000,7580,792
Tunisia,2002,9950000,7880,807
Tunisia,2003,10000000,8310,844
Tunisia,2004,10100000,8520,823
Tunisia,2005,10200000,8890,858
Tunisia,2006,10300000,9390,877
Tunisia,2007,10400000,9680,905
Tunisia,2008,10500000,9870,870
Tunisia,2009,10600000,10100,967
Tunisia,2010,10700000,9820,914
Turkey,1970,35700000,5980,547
Turkey,1971,36600000,6300,603
Turkey,1972,37500000,6510,650
Turkey,1973,38400000,6960,657
Turkey,1974,39300000,7500,681
Turkey,1975,40200000,8080,724
Turkey,1976,41100000,8360,777
Turkey,1977,42000000,8530,756
Turkey,1978,43000000,8400,704
Turkey,1979,44000000,8290,715
Turkey,1980,45000000,8530,705
Turkey,1981,46000000,8850,732
Turkey,1982,47100000,9070,758
Turkey,1983,48100000,9480,771
Turkey,1984,49100000,9870,800
Turkey,1985,50100000,10500,845
Turkey,1986,51100000,11300,919
Turkey,1987,52100000,11600,908
Turkey,1988,53000000,11700,927
Turkey,1989,53900000,12700,978
Turkey,1990,54800000,12500,948
Turkey,1991,55700000,13000,962
Turkey,1992,56700000,13700,1000
Turkey,1993,57600000,12900,976
Turkey,1994,58500000,13700,1050
Turkey,1995,59400000,14500,1130
Turkey,1996,60400000,15300,1170
Turkey,1997,61300000,15400,1170
Turkey,1998,62300000,14700,1130
Turkey,1999,63200000,15500,1200
Turkey,2000,64200000,14400,1090
Turkey,2001,65100000,15100,1140
Turkey,2002,66100000,15700,1180
Turkey,2003,67000000,17000,1200
Turkey,2004,67900000,18300,1240
Turkey,2005,68800000,19300,1350
Turkey,2006,69600000,20100,1440
Turkey,2007,70400000,20000,1400
Turkey,2008,71300000,18800,1370
Turkey,2009,72300000,20100,1470
Turkey,2010,73400000,22000,1550
Tanzania,1970,14000000,1200,542
Tanzania,1971,14400000,1250,530
Tanzania,1972,14900000,1270,516
Tanzania,1973,15400000,1270,498
Tanzania,1974,15900000,1310,483
Tanzania,1975,16400000,1380,473
Tanzania,1976,16900000,1390,458
Tanzania,1977,17400000,1410,450
Tanzania,1978,18000000,1400,440
Tanzania,1979,18500000,1380,432
Tanzania,1980,19100000,1340,425
Tanzania,1981,19700000,1330,418
Tanzania,1982,20300000,1300,414
Tanzania,1983,21000000,1310,409
Tanzania,1984,21600000,1280,405
Tanzania,1985,22300000,1300,403
Tanzania,1986,23000000,1330,398
Tanzania,1987,23700000,1350,393
Tanzania,1988,24400000,1370,390
Tanzania,1989,25200000,1390,386
Tanzania,1990,26100000,1380,381
Tanzania,1991,27000000,1340,373
Tanzania,1992,27900000,1310,371
Tanzania,1993,28800000,1290,365
Tanzania,1994,29600000,1290,372
Tanzania,1995,30400000,1320,367
Tanzania,1996,31200000,1330,361
Tanzania,1997,31900000,1350,376
Tanzania,1998,32700000,1380,390
Tanzania,1999,33500000,1410,402
Tanzania,2000,34400000,1460,413
Tanzania,2001,35300000,1520,423
Tanzania,2002,36300000,1580,427
Tanzania,2003,37400000,1650,441
Tanzania,2004,38500000,1720,448
Tanzania,2005,39500000,1780,452
Tanzania,2006,40700000,1850,455
Tanzania,2007,41900000,1900,457
Tanzania,2008,43100000,1940,456
Tanzania,2009,44300000,2010,466
Tanzania,2010,45700000,2100,478
Uruguay,1970,2820000,8650,858
Uruguay,1971,2820000,8290,873
Uruguay,1972,2820000,8510,846
Uruguay,1973,2820000,8780,832
Uruguay,1974,2830000,9150,864
Uruguay,1975,2840000,9410,873
Uruguay,1976,2860000,9460,869
Uruguay,1977,2880000,9970,884
Uruguay,1978,2900000,10400,938
Uruguay,1979,2920000,11000,907
Uruguay,1980,2930000,11000,868
Uruguay,1981,2950000,9860,766
Uruguay,1982,2970000,9170,705
Uruguay,1983,2990000,8970,673
Uruguay,1984,3010000,9020,663
Uruguay,1985,3030000,9700,680
Uruguay,1986,3050000,10300,719
Uruguay,1987,3070000,10200,765
Uruguay,1988,3090000,10200,780
Uruguay,1989,3110000,10200,724
Uruguay,1990,3130000,10400,780
Uruguay,1991,3150000,11200,855
Uruguay,1992,3180000,11400,792
Uruguay,1993,3200000,12100,751
Uruguay,1994,3220000,11900,798
Uruguay,1995,3250000,12500,873
Uruguay,1996,3270000,13400,881
Uruguay,1997,3290000,13900,901
Uruguay,1998,3310000,13600,978
Uruguay,1999,3320000,13300,931
Uruguay,2000,3330000,12800,815
Uruguay,2001,3330000,11800,763
Uruguay,2002,3320000,11900,759
Uruguay,2003,3320000,12500,864
Uruguay,2004,3320000,13400,890
Uruguay,2005,3330000,13900,957
Uruguay,2006,3330000,14800,950
Uruguay,2007,3340000,15900,1240
Uruguay,2008,3350000,16500,1230
Uruguay,2009,3360000,17700,1220
Uruguay,2010,3370000,18600,1310
United States,1970,211000000,27600,7640
United States,1971,213000000,28700,7940
United States,1972,215000000,29900,8160
United States,1973,217000000,29500,7910
United States,1974,219000000,29100,7660
United States,1975,221000000,30300,8100
United States,1976,223000000,31300,8290
United States,1977,225000000,32700,8440
United States,1978,227000000,33400,8330
United States,1979,229000000,32900,7940
United States,1980,232000000,33400,7650
United States,1981,234000000,32400,7260
United States,1982,236000000,33400,7200
United States,1983,238000000,35400,7440
United States,1984,240000000,36400,7460
United States,1985,243000000,37300,7380
United States,1986,245000000,38200,7620
United States,1987,247000000,39400,7850
United States,1988,250000000,40300,7890
United States,1989,252000000,40400,7670
United States,1990,255000000,39900,7630
United States,1991,257000000,40700,7680
United States,1992,260000000,41300,7710
United States,1993,262000000,42400,7760
United States,1994,265000000,43000,7760
United States,1995,268000000,44100,7840
United States,1996,272000000,45600,7830
United States,1997,275000000,47000,7800
United States,1998,279000000,48700,7920
United States,1999,282000000,50200,8060
United States,2000,285000000,50200,7830
United States,2001,287000000,50600,7840
United States,2002,290000000,51600,7790
United States,2003,292000000,53000,7880
United States,2004,295000000,54400,7850
United States,2005,298000000,55400,7700
United States,2006,301000000,55900,7760
United States,2007,303000000,55300,7490
United States,2008,306000000,53400,7060
United States,2009,309000000,54400,7160
United States,2010,312000000,54800,7030
Venezuela,1970,11700000,17500,1520
Venezuela,1971,12100000,17400,1430
Venezuela,1972,12500000,17900,1530
Venezuela,1973,12800000,18300,1760
Venezuela,1974,13200000,18800,1750
Venezuela,1975,13600000,19800,1760
Venezuela,1976,14000000,20400,1830
Venezuela,1977,14400000,20100,1920
Venezuela,1978,14800000,19700,1940
Venezuela,1979,15200000,18700,2150
Venezuela,1980,15600000,18100,2240
Venezuela,1981,16000000,17700,2180
Venezuela,1982,16400000,16300,2290
Venezuela,1983,16900000,15600,2170
Venezuela,1984,17300000,15300,2100
Venezuela,1985,17800000,15800,2140
Venezuela,1986,18200000,15900,2090
Venezuela,1987,18700000,16500,1970
Venezuela,1988,19200000,14700,1970
Venezuela,1989,19600000,15200,2020
Venezuela,1990,20100000,16400,2060
Venezuela,1991,20600000,17100,2250
Venezuela,1992,21000000,16900,2050
Venezuela,1993,21500000,16300,2320
Venezuela,1994,21900000,16600,2140
Venezuela,1995,22400000,16300,2230
Venezuela,1996,22800000,17100,2180
Venezuela,1997,23300000,17000,2250
Venezuela,1998,23700000,15700,2100
Venezuela,1999,24200000,16100,2120
Venezuela,2000,24600000,16400,2150
Venezuela,2001,25100000,14800,2290
Venezuela,2002,25600000,13500,2070
Venezuela,2003,26000000,15800,2170
Venezuela,2004,26400000,17200,2130
Venezuela,2005,26900000,18700,2340
Venezuela,2006,27200000,20000,2130
Venezuela,2007,27600000,20700,2350
Venezuela,2008,28000000,19800,2320
Venezuela,2009,28400000,19700,2550
Venezuela,2010,28900000,20400,2330
Vietnam,1970,44500000,1330,297
Vietnam,1971,45500000,1410,293
Vietnam,1972,46600000,1460,299
Vietnam,1973,47700000,1360,275
Vietnam,1974,48700000,1230,285
Vietnam,1975,49800000,1400,251
Vietnam,1976,50900000,1410,255
Vietnam,1977,52000000,1380,256
Vietnam,1978,53100000,1360,259
Vietnam,1979,54300000,1290,265
Vietnam,1980,55500000,1300,262
Vietnam,1981,56800000,1370,266
Vietnam,1982,58100000,1400,268
Vietnam,1983,59500000,1490,265
Vietnam,1984,60900000,1540,262
Vietnam,1985,62300000,1540,269
Vietnam,1986,63700000,1560,278
Vietnam,1987,65100000,1610,274
Vietnam,1988,66600000,1630,262
Vietnam,1989,68000000,1670,263
Vietnam,1990,69400000,1740,261
Vietnam,1991,70900000,1850,267
Vietnam,1992,72300000,1960,284
Vietnam,1993,73700000,2090,279
Vietnam,1994,74900000,2250,292
Vietnam,1995,76100000,2430,304
Vietnam,1996,77100000,2590,323
Vietnam,1997,78100000,2700,340
Vietnam,1998,79000000,2800,346
Vietnam,1999,79900000,2960,360
Vietnam,2000,80700000,3110,380
Vietnam,2001,81500000,3270,410
Vietnam,2002,82300000,3460,427
Vietnam,2003,83100000,3690,469
Vietnam,2004,83800000,3930,492
Vietnam,2005,84600000,4170,500
Vietnam,2006,85400000,4420,532
Vietnam,2007,86200000,4630,564
Vietnam,2008,87100000,4830,609
Vietnam,2009,88000000,5090,670
Vietnam,2010,88900000,5350,663
Yemen,1970,6290000,2590,117
Yemen,1971,6390000,2740,90.2
Yemen,1972,6500000,3010,149
Yemen,1973,6630000,3110,121
Yemen,1974,6780000,3270,102
Yemen,1975,6970000,3670,121
Yemen,1976,7180000,3960,127
Yemen,1977,7410000,4180,130
Yemen,1978,7670000,4290,128
Yemen,1979,7940000,4200,160
Yemen,1980,8230000,4330,152
Yemen,1981,8540000,4280,173
Yemen,1982,8870000,4400,176
Yemen,1983,9210000,4440,178
Yemen,1984,9570000,4280,181
Yemen,1985,9940000,4240,189
Yemen,1986,10300000,4270,216
Yemen,1987,10700000,4310,221
Yemen,1988,11200000,4310,218
Yemen,1989,11700000,4170,215
Yemen,1990,12300000,4210,249
Yemen,1991,13000000,4320,258
Yemen,1992,13600000,4270,212
Yemen,1993,14300000,4340,211
Yemen,1994,14900000,4400,229
Yemen,1995,15500000,4440,226
Yemen,1996,16000000,4520,232
Yemen,1997,16500000,4650,241
Yemen,1998,16900000,4690,264
Yemen,1999,17400000,4850,273
Yemen,2000,17900000,4890,294
Yemen,2001,18400000,4940,277
Yemen,2002,19000000,4980,298
Yemen,2003,19500000,5030,317
Yemen,2004,20100000,5160,328
Yemen,2005,20700000,5170,341
Yemen,2006,21300000,5190,324
Yemen,2007,21900000,5230,332
Yemen,2008,22500000,5280,359
Yemen,2009,23200000,5540,338
Yemen,2010,23800000,4700,278
South Africa,1970,22700000,10800,2000
South Africa,1971,23300000,10700,1980
South Africa,1972,23900000,10900,2060
South Africa,1973,24600000,11200,2080
South Africa,1974,25200000,11100,2140
South Africa,1975,25800000,11100,2160
South Africa,1976,26500000,10800,2150
South Africa,1977,27100000,10900,2220
South Africa,1978,27800000,11000,2230
South Africa,1979,28600000,11400,2290
South Africa,1980,29300000,11700,2450
South Africa,1981,30200000,11400,2590
South Africa,1982,31000000,10800,2570
South Africa,1983,31800000,11100,2710
South Africa,1984,32700000,10700,2640
South Africa,1985,33500000,10400,2690
South Africa,1986,34300000,10400,2720
South Africa,1987,35100000,10600,2760
South Africa,1988,35900000,10600,2590
South Africa,1989,36800000,10300,2470
South Africa,1990,37700000,9940,2520
South Africa,1991,38700000,9490,2290
South Africa,1992,39600000,9380,2400
South Africa,1993,40600000,9450,2420
South Africa,1994,41400000,9540,2500
South Africa,1995,42200000,9760,2500
South Africa,1996,43000000,9840,2530
South Africa,1997,43700000,9730,2470
South Africa,1998,44300000,9820,2460
South Africa,1999,45000000,10100,2420
South Africa,2000,45600000,10200,2460
South Africa,2001,46200000,10500,2380
South Africa,2002,46700000,10600,2520
South Africa,2003,47300000,11000,2720
South Africa,2004,47900000,11400,2680
South Africa,2005,48500000,11900,2630
South Africa,2006,49100000,12400,2780
South Africa,2007,49800000,12600,2950
South Africa,2008,50500000,12300,2850
South Africa,2009,51200000,12500,2770
South Africa,2010,52000000,12700,2720
Zambia,1970,4320000,2250,836
Zambia,1971,4470000,2420,861
Zambia,1972,4620000,2350,880
Zambia,1973,4780000,2500,886
Zambia,1974,4940000,2370,810
Zambia,1975,5110000,2470,871
Zambia,1976,5290000,2310,828
Zambia,1977,5470000,2290,807
Zambia,1978,5660000,2180,785
Zambia,1979,5850000,2210,790
Zambia,1980,6060000,2300,775
Zambia,1981,6270000,2180,767
Zambia,1982,6480000,2080,754
Zambia,1983,6700000,2020,739
Zambia,1984,6920000,2020,728
Zambia,1985,7150000,1980,717
Zambia,1986,7370000,1980,709
Zambia,1987,7600000,2070,724
Zambia,1988,7820000,2050,703
Zambia,1989,8040000,2190,678
Zambia,1990,8250000,2130,679
Zambia,1991,8450000,2050,673
Zambia,1992,8660000,2130,657
Zambia,1993,8870000,1900,646
Zambia,1994,9100000,1910,641
Zambia,1995,9340000,1980,619
Zambia,1996,9600000,2000,628
Zambia,1997,9870000,1930,617
Zambia,1998,10100000,1970,601
Zambia,1999,10400000,1990,600
Zambia,2000,10700000,2040,603
Zambia,2001,11000000,2080,608
Zambia,2002,11300000,2170,612
Zambia,2003,11600000,2260,614
Zambia,2004,11900000,2360,618
Zambia,2005,12200000,2480,615
Zambia,2006,12500000,2620,599
Zambia,2007,12800000,2750,603
Zambia,2008,13200000,2920,601
Zambia,2009,13600000,3130,604
Zambia,2010,14000000,3200,619
Zimbabwe,1970,5480000,2790,993
Zimbabwe,1971,5670000,2960,977
Zimbabwe,1972,5880000,3010,998
Zimbabwe,1973,6090000,3030,977
Zimbabwe,1974,6290000,3010,940
Zimbabwe,1975,6500000,2940,961
Zimbabwe,1976,6710000,2670,904
Zimbabwe,1977,6930000,2720,870
Zimbabwe,1978,7160000,2700,857
Zimbabwe,1979,7410000,2910,876
Zimbabwe,1980,7680000,3190,858
Zimbabwe,1981,7960000,3220,834
Zimbabwe,1982,8250000,3170,824
Zimbabwe,1983,8560000,3020,808
Zimbabwe,1984,8880000,3140,834
Zimbabwe,1985,9200000,3130,851
Zimbabwe,1986,9530000,3010,897
Zimbabwe,1987,9850000,3200,879
Zimbabwe,1988,10200000,3330,872
Zimbabwe,1989,10400000,3320,891
Zimbabwe,1990,10700000,3430,923
Zimbabwe,1991,10900000,3060,934
Zimbabwe,1992,11100000,3030,878
Zimbabwe,1993,11300000,3260,858
Zimbabwe,1994,11400000,3230,862
Zimbabwe,1995,11500000,3520,849
Zimbabwe,1996,11700000,3580,833
Zimbabwe,1997,11700000,3650,845
Zimbabwe,1998,11800000,3600,896
Zimbabwe,1999,11900000,3470,842
Zimbabwe,2000,11900000,3510,837
Zimbabwe,2001,12000000,3190,820
Zimbabwe,2002,12000000,2640,783
Zimbabwe,2003,12000000,2480,762
Zimbabwe,2004,12100000,2330,796
Zimbabwe,2005,12200000,2230,810
Zimbabwe,2006,12300000,2130,787
Zimbabwe,2007,12400000,1740,724
Zimbabwe,2008,12500000,1930,729
Zimbabwe,2009,12700000,2270,745
Zimbabwe,2010,12900000,2560,795
