Country,Year,Population,,Population,,Population,Income,Energy
Ethiopia,1979,35.1,35100000,35.1M,#VALUE!,35100000,973,475
Ethiopia,1980,36,36000000,36M,#VALUE!,36000000,940,476
Ethiopia,1981,37,37000000,37M,#VALUE!,37000000,903,475
Ethiopia,1982,38.1,38100000,38.1M,#VALUE!,38100000,910,475
Ethiopia,1983,39.4,39400000,39.4M,#VALUE!,39400000,861,474
Ethiopia,1984,40.7,40700000,40.7M,#VALUE!,40700000,783,474
Ethiopia,1985,42,42000000,42M,#VALUE!,42000000,809,475
Ethiopia,1986,43.3,43300000,43.3M,#VALUE!,43300000,852,478
Ethiopia,1987,44.8,44800000,44.8M,#VALUE!,44800000,832,477
Ethiopia,1988,46.3,46300000,46.3M,#VALUE!,46300000,811,478
Ethiopia,1989,47.9,47900000,47.9M,#VALUE!,47900000,767,479
Ethiopia,1990,49.6,49600000,49.6M,#VALUE!,49600000,688,478
Ethiopia,1991,51.4,51400000,51.4M,#VALUE!,51400000,606,473
Ethiopia,1992,53.3,53300000,53.3M,#VALUE!,53300000,661,475
Ethiopia,1993,55.2,55200000,55.2M,#VALUE!,55200000,659,477
Ethiopia,1994,57,57000000,57M,#VALUE!,57000000,677,478
Ethiopia,1995,58.9,58900000,58.9M,#VALUE!,58900000,737,479
Ethiopia,1996,60.7,60700000,60.7M,#VALUE!,60700000,737,478
Ethiopia,1997,62.5,62500000,62.5M,#VALUE!,62500000,691,478
Ethiopia,1998,64.3,64300000,64.3M,#VALUE!,64300000,706,478
Ethiopia,1999,66.2,66200000,66.2M,#VALUE!,66200000,728,478
Ethiopia,2000,68.2,68200000,68.2M,#VALUE!,68200000,766,482
Ethiopia,2001,70.1,70100000,70.1M,#VALUE!,70100000,755,483
Ethiopia,2002,72.2,72200000,72.2M,#VALUE!,72200000,718,484
Ethiopia,2003,74.2,74200000,74.2M,#VALUE!,74200000,793,485
Ethiopia,2004,76.3,76300000,76.3M,#VALUE!,76300000,862,483
Ethiopia,2005,78.5,78500000,78.5M,#VALUE!,78500000,930,484
Ethiopia,2006,80.7,80700000,80.7M,#VALUE!,80700000,1010,486
Ethiopia,2007,82.9,82900000,82.9M,#VALUE!,82900000,1090,487
Ethiopia,2008,85.2,85200000,85.2M,#VALUE!,85200000,1150,487
Ethiopia,2009,87.6,87600000,87.6M,#VALUE!,87600000,1260,487
Ethiopia,2010,90.1,90100000,90.1M,#VALUE!,90100000,1360,489
Finland,1970,4.63,4630000,4.63M,#VALUE!,4630000,18.3k,3940
Finland,1971,4.65,4650000,4.65M,#VALUE!,4650000,19.7k,4190
Finland,1972,4.68,4680000,4.68M,#VALUE!,4680000,20.9k,4510
Finland,1973,4.7,4700000,4.7M,#VALUE!,4700000,21.5k,4380
Finland,1974,4.72,4720000,4.72M,#VALUE!,4720000,21.7k,4180
Finland,1975,4.73,4730000,4.73M,#VALUE!,4730000,21.6k,4460
Finland,1976,4.75,4750000,4.75M,#VALUE!,4750000,21.6k,4520
Finland,1977,4.76,4760000,4.76M,#VALUE!,4760000,22k,4660
Finland,1978,4.77,4770000,4.77M,#VALUE!,4770000,23.6k,4960
Finland,1979,4.79,4790000,4.79M,#VALUE!,4790000,24.8k,5150
Finland,1980,4.81,4810000,4.81M,#VALUE!,4810000,25.2k,4930
Finland,1981,4.84,4840000,4.84M,#VALUE!,4840000,25.9k,4810
Finland,1982,4.86,4860000,4.86M,#VALUE!,4860000,26.5k,4820
Finland,1983,4.89,4890000,4.89M,#VALUE!,4890000,27.2k,4910
Finland,1984,4.91,4910000,4.91M,#VALUE!,4910000,28.1k,5270
Finland,1985,4.93,4930000,4.93M,#VALUE!,4930000,28.7k,5480
Finland,1986,4.95,4950000,4.95M,#VALUE!,4950000,29.9k,5960
Finland,1987,4.96,4960000,4.96M,#VALUE!,4960000,31.3k,5590
Finland,1988,4.98,4980000,4.98M,#VALUE!,4980000,33.1k,5750
Finland,1989,5,5000000,5M,#VALUE!,5000000,33k,5690
Finland,1990,5.02,5020000,5.02M,#VALUE!,5020000,30.9k,5740
Finland,1991,5.04,5040000,5.04M,#VALUE!,5040000,29.7k,5380
Finland,1992,5.07,5070000,5.07M,#VALUE!,5070000,29.3k,5620
Finland,1993,5.1,5100000,5.1M,#VALUE!,5100000,30.4k,5970
Finland,1994,5.12,5120000,5.12M,#VALUE!,5120000,31.5k,5660
Finland,1995,5.14,5140000,5.14M,#VALUE!,5140000,32.6k,6070
Finland,1996,5.15,5150000,5.15M,#VALUE!,5150000,34.5k,6280
Finland,1997,5.16,5160000,5.16M,#VALUE!,5160000,36.3k,6320
Finland,1998,5.18,5180000,5.18M,#VALUE!,5180000,37.8k,6280
Finland,1999,5.19,5190000,5.19M,#VALUE!,5190000,39.9k,6260
Finland,2000,5.2,5200000,5.2M,#VALUE!,5200000,40.9k,6410
Finland,2001,5.21,5210000,5.21M,#VALUE!,5210000,41.5k,6730
Finland,2002,5.23,5230000,5.23M,#VALUE!,5230000,42.2k,7080
Finland,2003,5.24,5240000,5.24M,#VALUE!,5240000,43.8k,7130
Finland,2004,5.26,5260000,5.26M,#VALUE!,5260000,44.8k,6560
Finland,2005,5.28,5280000,5.28M,#VALUE!,5280000,46.5k,7110
Finland,2006,5.3,5300000,5.3M,#VALUE!,5300000,48.7k,6970
Finland,2007,5.32,5320000,5.32M,#VALUE!,5320000,48.9k,6670
Finland,2008,5.34,5340000,5.34M,#VALUE!,5340000,44.7k,6270
Finland,2009,5.37,5370000,5.37M,#VALUE!,5370000,45.9k,6830
Finland,2010,5.39,5390000,5.39M,#VALUE!,5390000,46.9k,6540
France,1970,51.2,51200000,51.2M,#VALUE!,51200000,22.1k,3030
France,1971,51.6,51600000,51.6M,#VALUE!,51600000,22.9k,3170
France,1972,52,52000000,52M,#VALUE!,52000000,24k,3390
France,1973,52.4,52400000,52.4M,#VALUE!,52400000,24.6k,3250
France,1974,52.7,52700000,52.7M,#VALUE!,52700000,24.3k,3060
France,1975,53,53000000,53M,#VALUE!,53000000,25.3k,3250
France,1976,53.2,53200000,53.2M,#VALUE!,53200000,26.2k,3170
France,1977,53.4,53400000,53.4M,#VALUE!,53400000,26.8k,3370
France,1978,53.6,53600000,53.6M,#VALUE!,53600000,27.6k,3500
France,1979,53.9,53900000,53.9M,#VALUE!,53900000,27.9k,3480
France,1980,54.1,54100000,54.1M,#VALUE!,54100000,28.1k,3380
France,1981,54.4,54400000,54.4M,#VALUE!,54400000,28.7k,3280
France,1982,54.7,54700000,54.7M,#VALUE!,54700000,28.9k,3350
France,1983,55,55000000,55M,#VALUE!,55000000,29.2k,3450
France,1984,55.3,55300000,55.3M,#VALUE!,55300000,29.6k,3600
France,1985,55.5,55500000,55.5M,#VALUE!,55500000,30.2k,3630
France,1986,55.8,55800000,55.8M,#VALUE!,55800000,30.8k,3700
France,1987,56.1,56100000,56.1M,#VALUE!,56100000,32.1k,3670
France,1988,56.4,56400000,56.4M,#VALUE!,56400000,33.1k,3800
France,1989,56.7,56700000,56.7M,#VALUE!,56700000,33.8k,3850
France,1990,56.9,56900000,56.9M,#VALUE!,56900000,34k,4040
France,1991,57.1,57100000,57.1M,#VALUE!,57100000,34.4k,3950
France,1992,57.4,57400000,57.4M,#VALUE!,57400000,34k,4000
France,1993,57.6,57600000,57.6M,#VALUE!,57600000,34.7k,3840
France,1994,57.8,57800000,57.8M,#VALUE!,57800000,35.3k,3980
France,1995,58,58000000,58M,#VALUE!,58000000,35.7k,4190
France,1996,58.2,58200000,58.2M,#VALUE!,58200000,36.4k,4050
France,1997,58.4,58400000,58.4M,#VALUE!,58400000,37.5k,4150
France,1998,58.7,58700000,58.7M,#VALUE!,58700000,38.6k,4120
France,1999,59,59000000,59M,#VALUE!,59000000,39.9k,4140
France,2000,59.4,59400000,59.4M,#VALUE!,59400000,40.4k,4250
France,2001,59.8,59800000,59.8M,#VALUE!,59800000,40.5k,4230
France,2002,60.3,60300000,60.3M,#VALUE!,60300000,40.6k,4270
France,2003,60.7,60700000,60.7M,#VALUE!,60700000,41.4k,4300
France,2004,61.1,61100000,61.1M,#VALUE!,61100000,41.8k,4290
France,2005,61.5,61500000,61.5M,#VALUE!,61500000,42.5k,4190
France,2006,61.9,61900000,61.9M,#VALUE!,61900000,43.3k,4120
France,2007,62.2,62200000,62.2M,#VALUE!,62200000,43.1k,4110
France,2008,62.5,62500000,62.5M,#VALUE!,62500000,41.7k,3910
France,2009,62.9,62900000,62.9M,#VALUE!,62900000,42.3k,4020
France,2010,63.2,63200000,63.2M,#VALUE!,63200000,43k,3850
Gabon,1970,601k,#VALUE!,601,601000,601000,12.9k,1780
Gabon,1971,612k,#VALUE!,612,612000,612000,14.1k,1710
Gabon,1972,623k,#VALUE!,623,623000,623000,15.3k,2320
Gabon,1973,635k,#VALUE!,635,635000,635000,20.9k,2480
Gabon,1974,648k,#VALUE!,648,648000,648000,24.4k,2010
Gabon,1975,661k,#VALUE!,661,661000,661000,32.4k,1880
Gabon,1976,676k,#VALUE!,676,676000,676000,27.6k,2010
Gabon,1977,692k,#VALUE!,692,692000,692000,20.5k,2230
Gabon,1978,709k,#VALUE!,709,709000,709000,20.1k,1930
Gabon,1979,726k,#VALUE!,726,726000,726000,20.1k,1890
Gabon,1980,745k,#VALUE!,745,745000,745000,20.6k,2070
Gabon,1981,764k,#VALUE!,764,764000,764000,19.4k,2080
Gabon,1982,784k,#VALUE!,784,784000,784000,19.9k,2080
Gabon,1983,805k,#VALUE!,805,805000,805000,20.9k,1890
Gabon,1984,827k,#VALUE!,827,827000,827000,19.8k,1640
Gabon,1985,850k,#VALUE!,850,850000,850000,19.1k,1600
Gabon,1986,874k,#VALUE!,874,874000,874000,15.4k,1480
Gabon,1987,898k,#VALUE!,898,898000,898000,16.9k,1520
Gabon,1988,924k,#VALUE!,924,924000,924000,17.8k,1370
Gabon,1989,949k,#VALUE!,949,949000,949000,18.2k,1240
Gabon,1990,976k,#VALUE!,976,976000,976000,18.8k,1250
Gabon,1991,1,1000000,1M,#VALUE!,1000000,17.7k,1300
Gabon,1992,1.03,1030000,1.03M,#VALUE!,1030000,17.9k,1340
Gabon,1993,1.06,1060000,1.06M,#VALUE!,1060000,18.1k,1160
Gabon,1994,1.08,1080000,1.08M,#VALUE!,1080000,18.5k,1240
Gabon,1995,1.11,1110000,1.11M,#VALUE!,1110000,18.7k,1250
Gabon,1996,1.14,1140000,1.14M,#VALUE!,1140000,19.3k,1240
Gabon,1997,1.17,1170000,1.17M,#VALUE!,1170000,19.5k,1290
Gabon,1998,1.2,1200000,1.2M,#VALUE!,1200000,17.3k,1220
Gabon,1999,1.23,1230000,1.23M,#VALUE!,1230000,16.6k,1200
Gabon,2000,1.26,1260000,1.26M,#VALUE!,1260000,16.5k,1250
Gabon,2001,1.29,1290000,1.29M,#VALUE!,1290000,16.1k,1480
Gabon,2002,1.32,1320000,1.32M,#VALUE!,1320000,16.1k,1700
Gabon,2003,1.35,1350000,1.35M,#VALUE!,1350000,15.8k,1920
Gabon,2004,1.39,1390000,1.39M,#VALUE!,1390000,15.8k,2160
Gabon,2005,1.43,1430000,1.43M,#VALUE!,1430000,14.9k,2360
Gabon,2006,1.47,1470000,1.47M,#VALUE!,1470000,15.3k,2560
Gabon,2007,1.52,1520000,1.52M,#VALUE!,1520000,14.4k,2720
Gabon,2008,1.57,1570000,1.57M,#VALUE!,1570000,13.9k,2880
Gabon,2009,1.62,1620000,1.62M,#VALUE!,1620000,14.4k,3130
Gabon,2010,1.68,1680000,1.68M,#VALUE!,1680000,14.9k,2430
United Kingdom,1970,55.7,55700000,55.7M,#VALUE!,55700000,20.2k,3730
United Kingdom,1971,55.9,55900000,55.9M,#VALUE!,55900000,20.9k,3750
United Kingdom,1972,56,56000000,56M,#VALUE!,56000000,22.2k,3880
United Kingdom,1973,56.1,56100000,56.1M,#VALUE!,56100000,21.9k,3730
United Kingdom,1974,56.2,56200000,56.2M,#VALUE!,56200000,21.9k,3550
United Kingdom,1975,56.2,56200000,56.2M,#VALUE!,56200000,22.4k,3620
United Kingdom,1976,56.2,56200000,56.2M,#VALUE!,56200000,22.9k,3700
United Kingdom,1977,56.2,56200000,56.2M,#VALUE!,56200000,23.8k,3680
United Kingdom,1978,56.2,56200000,56.2M,#VALUE!,56200000,24.4k,3860
United Kingdom,1979,56.2,56200000,56.2M,#VALUE!,56200000,24k,3520
United Kingdom,1980,56.2,56200000,56.2M,#VALUE!,56200000,23.7k,3420
United Kingdom,1981,56.2,56200000,56.2M,#VALUE!,56200000,24.1k,3400
United Kingdom,1982,56.3,56300000,56.3M,#VALUE!,56300000,24.9k,3380
United Kingdom,1983,56.3,56300000,56.3M,#VALUE!,56300000,25.5k,3370
United Kingdom,1984,56.4,56400000,56.4M,#VALUE!,56400000,26.4k,3550
United Kingdom,1985,56.5,56500000,56.5M,#VALUE!,56500000,27.4k,3600
United Kingdom,1986,56.7,56700000,56.7M,#VALUE!,56700000,28.7k,3620
United Kingdom,1987,56.8,56800000,56.8M,#VALUE!,56800000,30k,3640
United Kingdom,1988,57,57000000,57M,#VALUE!,57000000,30.6k,3630
United Kingdom,1989,57.1,57100000,57.1M,#VALUE!,57100000,30.7k,3600
United Kingdom,1990,57.3,57300000,57.3M,#VALUE!,57300000,30.2k,3710
United Kingdom,1991,57.4,57400000,57.4M,#VALUE!,57400000,30.3k,3680
United Kingdom,1992,57.6,57600000,57.6M,#VALUE!,57600000,30.9k,3710
United Kingdom,1993,57.8,57800000,57.8M,#VALUE!,57800000,32.1k,3730
United Kingdom,1994,57.9,57900000,57.9M,#VALUE!,57900000,32.8k,3730
United Kingdom,1995,58.1,58100000,58.1M,#VALUE!,58100000,33.5k,3880
United Kingdom,1996,58.3,58300000,58.3M,#VALUE!,58300000,34.7k,3760
United Kingdom,1997,58.5,58500000,58.5M,#VALUE!,58500000,35.9k,3790
United Kingdom,1998,58.7,58700000,58.7M,#VALUE!,58700000,37k,3780
United Kingdom,1999,58.9,58900000,58.9M,#VALUE!,58900000,38.1k,3790
United Kingdom,2000,59.1,59100000,59.1M,#VALUE!,59100000,39.1k,3780
United Kingdom,2001,59.3,59300000,59.3M,#VALUE!,59300000,39.8k,3690
United Kingdom,2002,59.6,59600000,59.6M,#VALUE!,59600000,41k,3730
United Kingdom,2003,59.9,59900000,59.9M,#VALUE!,59900000,41.7k,3690
United Kingdom,2004,60.3,60300000,60.3M,#VALUE!,60300000,42.7k,3690
United Kingdom,2005,60.8,60800000,60.8M,#VALUE!,60800000,43.6k,3600
United Kingdom,2006,61.5,61500000,61.5M,#VALUE!,61500000,44.3k,3440
United Kingdom,2007,62.1,62100000,62.1M,#VALUE!,62100000,43.8k,3360
United Kingdom,2008,62.8,62800000,62.8M,#VALUE!,62800000,41.7k,3150
United Kingdom,2009,63.5,63500000,63.5M,#VALUE!,63500000,42.1k,3230
United Kingdom,2010,64,64000000,64M,#VALUE!,64000000,42.5k,2970
Ghana,1970,8.97,8970000,8.97M,#VALUE!,8970000,2940,334
Ghana,1971,9.23,9230000,9.23M,#VALUE!,9230000,2780,343
Ghana,1972,9.49,9490000,9.49M,#VALUE!,9490000,2790,354
Ghana,1973,9.75,9750000,9.75M,#VALUE!,9750000,2920,362
Ghana,1974,9.99,9990000,9.99M,#VALUE!,9990000,2520,366
Ghana,1975,10.2,10200000,10.2M,#VALUE!,10200000,2400,359
Ghana,1976,10.4,10400000,10.4M,#VALUE!,10400000,2420,374
Ghana,1977,10.6,10600000,10.6M,#VALUE!,10600000,2590,366
Ghana,1978,10.8,10800000,10.8M,#VALUE!,10800000,2510,362
Ghana,1979,11.1,11100000,11.1M,#VALUE!,11100000,2410,364
Ghana,1980,11.3,11300000,11.3M,#VALUE!,11300000,2390,371
Ghana,1981,11.7,11700000,11.7M,#VALUE!,11700000,2200,371
Ghana,1982,12,12000000,12M,#VALUE!,12000000,1980,305
Ghana,1983,12.4,12400000,12.4M,#VALUE!,12400000,2050,316
Ghana,1984,12.8,12800000,12.8M,#VALUE!,12800000,2100,340
Ghana,1985,13.2,13200000,13.2M,#VALUE!,13200000,2130,344
Ghana,1986,13.6,13600000,13.6M,#VALUE!,13600000,2190,362
Ghana,1987,13.9,13900000,13.9M,#VALUE!,13900000,2260,344
Ghana,1988,14.4,14400000,14.4M,#VALUE!,14400000,2320,361
Ghana,1989,14.8,14800000,14.8M,#VALUE!,14800000,2340,358
Ghana,1990,15.2,15200000,15.2M,#VALUE!,15200000,2400,360
Ghana,1991,15.7,15700000,15.7M,#VALUE!,15700000,2420,362
Ghana,1992,16.1,16100000,16.1M,#VALUE!,16100000,2470,369
Ghana,1993,16.6,16600000,16.6M,#VALUE!,16600000,2480,373
Ghana,1994,17,17000000,17M,#VALUE!,17000000,2510,380
Ghana,1995,17.5,17500000,17.5M,#VALUE!,17500000,2560,383
Ghana,1996,17.9,17900000,17.9M,#VALUE!,17900000,2600,391
Ghana,1997,18.4,18400000,18.4M,#VALUE!,18400000,2660,403
Ghana,1998,18.8,18800000,18.8M,#VALUE!,18800000,2710,408
Ghana,1999,19.3,19300000,19.3M,#VALUE!,19300000,2740,326
Ghana,2000,19.8,19800000,19.8M,#VALUE!,19800000,2780,320
Ghana,2001,20.2,20200000,20.2M,#VALUE!,20200000,2830,310
Ghana,2002,20.8,20800000,20.8M,#VALUE!,20800000,2910,286
Ghana,2003,21.3,21300000,21.3M,#VALUE!,21300000,3000,279
Ghana,2004,21.8,21800000,21.8M,#VALUE!,21800000,3090,270
Ghana,2005,22.4,22400000,22.4M,#VALUE!,22400000,3210,280
Ghana,2006,23,23000000,23M,#VALUE!,23000000,3260,273
Ghana,2007,23.6,23600000,23.6M,#VALUE!,23600000,3470,266
Ghana,2008,24.2,24200000,24.2M,#VALUE!,24200000,3550,281
Ghana,2009,24.8,24800000,24.8M,#VALUE!,24800000,3730,299
Ghana,2010,25.4,25400000,25.4M,#VALUE!,25400000,4160,311
Greece,1970,8.72,8720000,8.72M,#VALUE!,8720000,13.7k,984
Greece,1971,8.77,8770000,8.77M,#VALUE!,8770000,15.4k,1130
Greece,1972,8.84,8840000,8.84M,#VALUE!,8840000,16.1k,1320
Greece,1973,8.92,8920000,8.92M,#VALUE!,8920000,15.6k,1260
Greece,1974,9.01,9010000,9.01M,#VALUE!,9010000,16.6k,1300
Greece,1975,9.13,9130000,9.13M,#VALUE!,9130000,17.5k,1390
Greece,1976,9.25,9250000,9.25M,#VALUE!,9250000,18k,1470
Greece,1977,9.39,9390000,9.39M,#VALUE!,9390000,19.2k,1530
Greece,1978,9.52,9520000,9.52M,#VALUE!,9520000,19.8k,1600
Greece,1979,9.63,9630000,9.63M,#VALUE!,9630000,20.2k,1550
Greece,1980,9.72,9720000,9.72M,#VALUE!,9720000,20.2k,1510
Greece,1981,9.8,9800000,9.8M,#VALUE!,9800000,20.3k,1540
Greece,1982,9.86,9860000,9.86M,#VALUE!,9860000,20.5k,1600
Greece,1983,9.92,9920000,9.92M,#VALUE!,9920000,21.1k,1650
Greece,1984,9.97,9970000,9.97M,#VALUE!,9970000,21.9k,1770
Greece,1985,10,10000000,10M,#VALUE!,10000000,22.4k,1670
Greece,1986,10.1,10100000,10.1M,#VALUE!,10100000,22.4k,1790
Greece,1987,10.1,10100000,10.1M,#VALUE!,10100000,23.6k,1900
Greece,1988,10.2,10200000,10.2M,#VALUE!,10200000,24.6k,2090
Greece,1989,10.2,10200000,10.2M,#VALUE!,10200000,24.6k,2100
Greece,1990,10.3,10300000,10.3M,#VALUE!,10300000,25k,2090
Greece,1991,10.4,10400000,10.4M,#VALUE!,10400000,25k,2130
Greece,1992,10.5,10500000,10.5M,#VALUE!,10500000,24.5k,2090
Greece,1993,10.6,10600000,10.6M,#VALUE!,10600000,24.8k,2140
Greece,1994,10.7,10700000,10.7M,#VALUE!,10700000,25.2k,2150
Greece,1995,10.8,10800000,10.8M,#VALUE!,10800000,25.9k,2210
Greece,1996,10.9,10900000,10.9M,#VALUE!,10900000,26.9k,2280
Greece,1997,11,11000000,11M,#VALUE!,11000000,27.8k,2390
Greece,1998,11,11000000,11M,#VALUE!,11000000,28.5k,2390
Greece,1999,11.1,11100000,11.1M,#VALUE!,11100000,29.5k,2510
Greece,2000,11.1,11100000,11.1M,#VALUE!,11100000,30.6k,2580
Greece,2001,11.2,11200000,11.2M,#VALUE!,11200000,31.7k,2600
Greece,2002,11.2,11200000,11.2M,#VALUE!,11200000,33.4k,2670
Greece,2003,11.2,11200000,11.2M,#VALUE!,11200000,35k,2710
Greece,2004,11.2,11200000,11.2M,#VALUE!,11200000,35.1k,2750
Greece,2005,11.2,11200000,11.2M,#VALUE!,11200000,37k,2740
Greece,2006,11.1,11100000,11.1M,#VALUE!,11100000,38.1k,2730
Greece,2007,11,11000000,11M,#VALUE!,11000000,37.9k,2750
Greece,2008,11,11000000,11M,#VALUE!,11000000,36.2k,2650
Greece,2009,10.9,10900000,10.9M,#VALUE!,10900000,34.1k,2480
Greece,2010,10.8,10800000,10.8M,#VALUE!,10800000,31.1k,2410
Guatemala,1970,5.78,5780000,5.78M,#VALUE!,5780000,5390,489
Guatemala,1971,5.94,5940000,5.94M,#VALUE!,5940000,5650,493
Guatemala,1972,6.1,6100000,6.1M,#VALUE!,6100000,5880,503
Guatemala,1973,6.27,6270000,6.27M,#VALUE!,6270000,6090,505
Guatemala,1974,6.43,6430000,6.43M,#VALUE!,6430000,6060,543
Guatemala,1975,6.6,6600000,6.6M,#VALUE!,6600000,6340,568
Guatemala,1976,6.77,6770000,6.77M,#VALUE!,6770000,6660,589
Guatemala,1977,6.93,6930000,6.93M,#VALUE!,6930000,6810,590
Guatemala,1978,7.11,7110000,7.11M,#VALUE!,7110000,6950,611
Guatemala,1979,7.28,7280000,7.28M,#VALUE!,7280000,7030,550
Guatemala,1980,7.47,7470000,7.47M,#VALUE!,7470000,6870,522
Guatemala,1981,7.65,7650000,7.65M,#VALUE!,7650000,6470,499
Guatemala,1982,7.85,7850000,7.85M,#VALUE!,7850000,6110,469
Guatemala,1983,8.04,8040000,8.04M,#VALUE!,8040000,5970,482
Guatemala,1984,8.24,8240000,8.24M,#VALUE!,8240000,5760,478
Guatemala,1985,8.44,8440000,8.44M,#VALUE!,8440000,5580,447
Guatemala,1986,8.64,8640000,8.64M,#VALUE!,8640000,5530,459
Guatemala,1987,8.84,8840000,8.84M,#VALUE!,8840000,5500,464
Guatemala,1988,9.05,9050000,9.05M,#VALUE!,9050000,5550,469
Guatemala,1989,9.26,9260000,9.26M,#VALUE!,9260000,5560,487
Guatemala,1990,9.48,9480000,9.48M,#VALUE!,9480000,5610,488
Guatemala,1991,9.71,9710000,9.71M,#VALUE!,9710000,5730,501
Guatemala,1992,9.94,9940000,9.94M,#VALUE!,9940000,5810,487
Guatemala,1993,10.2,10200000,10.2M,#VALUE!,10200000,5890,501
Guatemala,1994,10.4,10400000,10.4M,#VALUE!,10400000,6030,517
Guatemala,1995,10.6,10600000,10.6M,#VALUE!,10600000,6060,519
Guatemala,1996,10.9,10900000,10.9M,#VALUE!,10900000,6180,530
Guatemala,1997,11.1,11100000,11.1M,#VALUE!,11100000,6340,563
Guatemala,1998,11.4,11400000,11.4M,#VALUE!,11400000,6430,604
Guatemala,1999,11.7,11700000,11.7M,#VALUE!,11700000,6500,607
Guatemala,2000,11.9,11900000,11.9M,#VALUE!,11900000,6490,606
Guatemala,2001,12.2,12200000,12.2M,#VALUE!,12200000,6590,597
Guatemala,2002,12.5,12500000,12.5M,#VALUE!,12500000,6610,607
Guatemala,2003,12.8,12800000,12.8M,#VALUE!,12800000,6680,612
Guatemala,2004,13.1,13100000,13.1M,#VALUE!,13100000,6750,602
Guatemala,2005,13.4,13400000,13.4M,#VALUE!,13400000,6970,600
Guatemala,2006,13.7,13700000,13.7M,#VALUE!,13700000,7270,632
Guatemala,2007,14,14000000,14M,#VALUE!,14000000,7360,594
Guatemala,2008,14.3,14300000,14.3M,#VALUE!,14300000,7260,669
Guatemala,2009,14.6,14600000,14.6M,#VALUE!,14600000,7340,715
Guatemala,2010,14.9,14900000,14.9M,#VALUE!,14900000,7500,751
"Hong Kong, China",1970,3.91,3910000,3.91M,#VALUE!,3910000,10.8k,742
"Hong Kong, China",1971,3.97,3970000,3.97M,#VALUE!,3970000,11.7k,761
"Hong Kong, China",1972,4.04,4040000,4.04M,#VALUE!,4040000,12.9k,748
"Hong Kong, China",1973,4.11,4110000,4.11M,#VALUE!,4110000,12.8k,797
"Hong Kong, China",1974,4.21,4210000,4.21M,#VALUE!,4210000,12.5k,813
"Hong Kong, China",1975,4.33,4330000,4.33M,#VALUE!,4330000,14k,894
"Hong Kong, China",1976,4.46,4460000,4.46M,#VALUE!,4460000,15.1k,998
"Hong Kong, China",1977,4.61,4610000,4.61M,#VALUE!,4610000,15.8k,1080
"Hong Kong, China",1978,4.75,4750000,4.75M,#VALUE!,4750000,17.1k,919
"Hong Kong, China",1979,4.87,4870000,4.87M,#VALUE!,4870000,18.3k,914
"Hong Kong, China",1980,4.97,4970000,4.97M,#VALUE!,4970000,19.5k,995
"Hong Kong, China",1981,5.06,5060000,5.06M,#VALUE!,5060000,19.7k,1080
"Hong Kong, China",1982,5.13,5130000,5.13M,#VALUE!,5130000,20.5k,1150
"Hong Kong, China",1983,5.21,5210000,5.21M,#VALUE!,5210000,22.2k,1160
"Hong Kong, China",1984,5.29,5290000,5.29M,#VALUE!,5290000,21.9k,1210
"Hong Kong, China",1985,5.37,5370000,5.37M,#VALUE!,5370000,23.9k,1370
"Hong Kong, China",1986,5.46,5460000,5.46M,#VALUE!,5460000,26.5k,1470
"Hong Kong, China",1987,5.56,5560000,5.56M,#VALUE!,5560000,28.1k,1650
"Hong Kong, China",1988,5.65,5650000,5.65M,#VALUE!,5650000,28.3k,1660
"Hong Kong, China",1989,5.73,5730000,5.73M,#VALUE!,5730000,28.8k,1510
"Hong Kong, China",1990,5.8,5800000,5.8M,#VALUE!,5800000,30.2k,1550
"Hong Kong, China",1991,5.86,5860000,5.86M,#VALUE!,5860000,31.8k,1830
"Hong Kong, China",1992,5.93,5930000,5.93M,#VALUE!,5930000,33.2k,1780
"Hong Kong, China",1993,6,6000000,6M,#VALUE!,6000000,34.4k,1760
"Hong Kong, China",1994,6.08,6080000,6.08M,#VALUE!,6080000,34.5k,1720
"Hong Kong, China",1995,6.19,6190000,6.19M,#VALUE!,6190000,34.5k,1620
"Hong Kong, China",1996,6.3,6300000,6.3M,#VALUE!,6300000,35.9k,1550
"Hong Kong, China",1997,6.42,6420000,6.42M,#VALUE!,6420000,33.5k,2000
"Hong Kong, China",1998,6.52,6520000,6.52M,#VALUE!,6520000,34k,2430
"Hong Kong, China",1999,6.61,6610000,6.61M,#VALUE!,6610000,36.3k,2040
"Hong Kong, China",2000,6.66,6660000,6.66M,#VALUE!,6660000,36.3k,2110
"Hong Kong, China",2001,6.7,6700000,6.7M,#VALUE!,6700000,36.7k,1950
"Hong Kong, China",2002,6.72,6720000,6.72M,#VALUE!,6720000,37.9k,2010
"Hong Kong, China",2003,6.74,6740000,6.74M,#VALUE!,6740000,40.9k,1870
"Hong Kong, China",2004,6.77,6770000,6.77M,#VALUE!,6770000,43.7k,1840
"Hong Kong, China",2005,6.8,6800000,6.8M,#VALUE!,6800000,46.5k,1930
"Hong Kong, China",2006,6.84,6840000,6.84M,#VALUE!,6840000,49k,2060
"Hong Kong, China",2007,6.88,6880000,6.88M,#VALUE!,6880000,49.8k,2010
"Hong Kong, China",2008,6.92,6920000,6.92M,#VALUE!,6920000,48.5k,2110
"Hong Kong, China",2009,6.97,6970000,6.97M,#VALUE!,6970000,51.4k,1950
"Hong Kong, China",2010,7.01,7010000,7.01M,#VALUE!,7010000,53.5k,2090
