Country,Year,Population,,Population,,Population,Income,Energy
Philippines,1970,36.8,36800000,36.8M,#VALUE!,36800000,3380,416
Philippines,1971,37.9,37900000,37.9M,#VALUE!,37900000,3470,407
Philippines,1972,39,39000000,39M,#VALUE!,39000000,3680,440
Philippines,1973,40.1,40100000,40.1M,#VALUE!,40100000,3710,429
Philippines,1974,41.3,41300000,41.3M,#VALUE!,41300000,3820,442
Philippines,1975,42.4,42400000,42.4M,#VALUE!,42400000,4050,451
Philippines,1976,43.6,43600000,43.6M,#VALUE!,43600000,4170,457
Philippines,1977,44.8,44800000,44.8M,#VALUE!,44800000,4270,452
Philippines,1978,46.1,46100000,46.1M,#VALUE!,46100000,4400,466
Philippines,1979,47.4,47400000,47.4M,#VALUE!,47400000,4500,473
Philippines,1980,48.7,48700000,48.7M,#VALUE!,48700000,4550,463
Philippines,1981,50,50000000,50M,#VALUE!,50000000,4600,462
Philippines,1982,51.4,51400000,51.4M,#VALUE!,51400000,4580,489
Philippines,1983,52.8,52800000,52.8M,#VALUE!,52800000,4150,428
Philippines,1984,54.3,54300000,54.3M,#VALUE!,54300000,3760,438
Philippines,1985,55.8,55800000,55.8M,#VALUE!,55800000,3800,426
Philippines,1986,57.3,57300000,57.3M,#VALUE!,57300000,3870,434
Philippines,1987,58.8,58800000,58.8M,#VALUE!,58800000,4040,447
Philippines,1988,60.3,60300000,60.3M,#VALUE!,60300000,4200,458
Philippines,1989,61.9,61900000,61.9M,#VALUE!,61900000,4230,464
Philippines,1990,63.5,63500000,63.5M,#VALUE!,63500000,4100,452
Philippines,1991,65,65000000,65M,#VALUE!,65000000,4020,461
Philippines,1992,66.6,66600000,66.6M,#VALUE!,66600000,4010,450
Philippines,1993,68.2,68200000,68.2M,#VALUE!,68200000,4090,471
Philippines,1994,69.8,69800000,69.8M,#VALUE!,69800000,4180,482
Philippines,1995,71.4,71400000,71.4M,#VALUE!,71400000,4320,487
Philippines,1996,73,73000000,73M,#VALUE!,73000000,4450,501
Philippines,1997,74.7,74700000,74.7M,#VALUE!,74700000,4320,504
Philippines,1998,76.3,76300000,76.3M,#VALUE!,76300000,4360,506
Philippines,1999,78,78000000,78M,#VALUE!,78000000,4450,513
Philippines,2000,79.7,79700000,79.7M,#VALUE!,79700000,4490,481
Philippines,2001,81.4,81400000,81.4M,#VALUE!,81400000,4560,477
Philippines,2002,83.1,83100000,83.1M,#VALUE!,83100000,4700,469
Philippines,2003,84.7,84700000,84.7M,#VALUE!,84700000,4910,458
Philippines,2004,86.3,86300000,86.3M,#VALUE!,86300000,5050,450
Philippines,2005,87.9,87900000,87.9M,#VALUE!,87900000,5230,439
Philippines,2006,89.4,89400000,89.4M,#VALUE!,89400000,5480,432
Philippines,2007,90.9,90900000,90.9M,#VALUE!,90900000,5620,441
Philippines,2008,92.4,92400000,92.4M,#VALUE!,92400000,5610,413
Philippines,2009,94,94000000,94M,#VALUE!,94000000,5920,430
Philippines,2010,95.6,95600000,95.6M,#VALUE!,95600000,6040,426
Poland,1970,32.9,32900000,32.9M,#VALUE!,32900000,9300,2630
Poland,1971,33.1,33100000,33.1M,#VALUE!,33100000,9960,2690
Poland,1972,33.4,33400000,33.4M,#VALUE!,33400000,10.7k,2780
Poland,1973,33.7,33700000,33.7M,#VALUE!,33700000,11.3k,2880
Poland,1974,34,34000000,34M,#VALUE!,34000000,11.8k,3030
Poland,1975,34.3,34300000,34.3M,#VALUE!,34300000,12k,3160
Poland,1976,34.6,34600000,34.6M,#VALUE!,34600000,12.2k,3250
Poland,1977,34.9,34900000,34.9M,#VALUE!,34900000,12.6k,3490
Poland,1978,35.2,35200000,35.2M,#VALUE!,35200000,12.3k,3570
Poland,1979,35.5,35500000,35.5M,#VALUE!,35500000,12k,3560
Poland,1980,35.9,35900000,35.9M,#VALUE!,35900000,11.3k,3250
Poland,1981,36.2,36200000,36.2M,#VALUE!,36200000,11.2k,3410
Poland,1982,36.6,36600000,36.6M,#VALUE!,36600000,11.7k,3350
Poland,1983,36.9,36900000,36.9M,#VALUE!,36900000,12.1k,3210
Poland,1984,37.1,37100000,37.1M,#VALUE!,37100000,12.2k,3350
Poland,1985,37.4,37400000,37.4M,#VALUE!,37400000,12.6k,3460
Poland,1986,37.5,37500000,37.5M,#VALUE!,37500000,12.4k,3540
Poland,1987,37.7,37700000,37.7M,#VALUE!,37700000,12.7k,3500
Poland,1988,37.8,37800000,37.8M,#VALUE!,37800000,12.5k,3260
Poland,1989,38,38000000,38M,#VALUE!,38000000,11.4k,2710
Poland,1990,38.1,38100000,38.1M,#VALUE!,38100000,10.5k,2640
Poland,1991,38.2,38200000,38.2M,#VALUE!,38200000,10.7k,2570
Poland,1992,38.3,38300000,38.3M,#VALUE!,38300000,11.1k,2620
Poland,1993,38.4,38400000,38.4M,#VALUE!,38400000,11.7k,2500
Poland,1994,38.5,38500000,38.5M,#VALUE!,38500000,12.5k,2580
Poland,1995,38.5,38500000,38.5M,#VALUE!,38500000,13.3k,2680
Poland,1996,38.5,38500000,38.5M,#VALUE!,38500000,14.1k,2640
Poland,1997,38.6,38600000,38.6M,#VALUE!,38600000,14.7k,2460
Poland,1998,38.6,38600000,38.6M,#VALUE!,38600000,15.4k,2400
Poland,1999,38.6,38600000,38.6M,#VALUE!,38600000,16.3k,2320
Poland,2000,38.5,38500000,38.5M,#VALUE!,38500000,16.5k,2340
Poland,2001,38.5,38500000,38.5M,#VALUE!,38500000,16.9k,2310
Poland,2002,38.4,38400000,38.4M,#VALUE!,38400000,17.5k,2380
Poland,2003,38.4,38400000,38.4M,#VALUE!,38400000,18.3k,2380
Poland,2004,38.4,38400000,38.4M,#VALUE!,38400000,19k,2410
Poland,2005,38.4,38400000,38.4M,#VALUE!,38400000,20.2k,2540
Poland,2006,38.4,38400000,38.4M,#VALUE!,38400000,21.6k,2530
Poland,2007,38.4,38400000,38.4M,#VALUE!,38400000,22.5k,2560
Poland,2008,38.4,38400000,38.4M,#VALUE!,38400000,23.1k,2470
Poland,2009,38.3,38300000,38.3M,#VALUE!,38300000,24.1k,2640
Poland,2010,38.3,38300000,38.3M,#VALUE!,38300000,25.2k,2650
North Korea,1970,14.8,14800000,14.8M,#VALUE!,14800000,1710,1310
North Korea,1971,15.2,15200000,15.2M,#VALUE!,15200000,1830,1330
North Korea,1972,15.6,15600000,15.6M,#VALUE!,15600000,1970,1320
North Korea,1973,16,16000000,16M,#VALUE!,16000000,2120,1350
North Korea,1974,16.3,16300000,16.3M,#VALUE!,16300000,2300,1370
North Korea,1975,16.6,16600000,16.6M,#VALUE!,16600000,2350,1430
North Korea,1976,16.8,16800000,16.8M,#VALUE!,16800000,2410,1480
North Korea,1977,17,17000000,17M,#VALUE!,17000000,2470,1570
North Korea,1978,17.2,17200000,17.2M,#VALUE!,17200000,2530,1660
North Korea,1979,17.5,17500000,17.5M,#VALUE!,17500000,2590,1740
North Korea,1980,17.7,17700000,17.7M,#VALUE!,17700000,2640,1760
North Korea,1981,18,18000000,18M,#VALUE!,18000000,2700,1810
North Korea,1982,18.3,18300000,18.3M,#VALUE!,18300000,2750,1850
North Korea,1983,18.6,18600000,18.6M,#VALUE!,18600000,2810,1860
North Korea,1984,18.9,18900000,18.9M,#VALUE!,18900000,2870,1910
North Korea,1985,19.2,19200000,19.2M,#VALUE!,19200000,2850,1850
North Korea,1986,19.4,19400000,19.4M,#VALUE!,19400000,2840,1760
North Korea,1987,19.7,19700000,19.7M,#VALUE!,19700000,2830,1760
North Korea,1988,20,20000000,20M,#VALUE!,20000000,2830,1730
North Korea,1989,20.3,20300000,20.3M,#VALUE!,20300000,2830,1640
North Korea,1990,20.6,20600000,20.6M,#VALUE!,20600000,2660,1540
North Korea,1991,20.9,20900000,20.9M,#VALUE!,20900000,2440,1320
North Korea,1992,21.3,21300000,21.3M,#VALUE!,21300000,2300,1200
North Korea,1993,21.6,21600000,21.6M,#VALUE!,21600000,2220,1080
North Korea,1994,21.9,21900000,21.9M,#VALUE!,21900000,2090,1010
North Korea,1995,22.1,22100000,22.1M,#VALUE!,22100000,1990,874
North Korea,1996,22.3,22300000,22.3M,#VALUE!,22300000,1850,824
North Korea,1997,22.5,22500000,22.5M,#VALUE!,22500000,1820,763
North Korea,1998,22.7,22700000,22.7M,#VALUE!,22700000,1920,810
North Korea,1999,22.9,22900000,22.9M,#VALUE!,22900000,1910,860
North Korea,2000,23.1,23100000,23.1M,#VALUE!,23100000,1960,881
North Korea,2001,23.3,23300000,23.3M,#VALUE!,23300000,1970,838
North Korea,2002,23.5,23500000,23.5M,#VALUE!,23500000,1990,851
North Korea,2003,23.7,23700000,23.7M,#VALUE!,23700000,2020,864
North Korea,2004,23.9,23900000,23.9M,#VALUE!,23900000,2080,893
North Korea,2005,24.1,24100000,24.1M,#VALUE!,24100000,2050,896
North Korea,2006,24.2,24200000,24.2M,#VALUE!,24200000,2010,757
North Korea,2007,24.3,24300000,24.3M,#VALUE!,24300000,2060,830
North Korea,2008,24.4,24400000,24.4M,#VALUE!,24400000,2040,815
North Korea,2009,24.5,24500000,24.5M,#VALUE!,24500000,2010,770
North Korea,2010,24.7,24700000,24.7M,#VALUE!,24700000,2020,567
Portugal,1970,8.7,8700000,8.7M,#VALUE!,8700000,11.5k,726
Portugal,1971,8.79,8790000,8.79M,#VALUE!,8790000,12.5k,745
Portugal,1972,8.91,8910000,8.91M,#VALUE!,8910000,14k,799
Portugal,1973,9.04,9040000,9.04M,#VALUE!,9040000,14.1k,824
Portugal,1974,9.17,9170000,9.17M,#VALUE!,9170000,13.1k,845
Portugal,1975,9.3,9300000,9.3M,#VALUE!,9300000,13.8k,872
Portugal,1976,9.43,9430000,9.43M,#VALUE!,9430000,14.6k,845
Portugal,1977,9.55,9550000,9.55M,#VALUE!,9550000,15k,917
Portugal,1978,9.66,9660000,9.66M,#VALUE!,9660000,15.9k,998
Portugal,1979,9.75,9750000,9.75M,#VALUE!,9750000,16.6k,1020
Portugal,1980,9.82,9820000,9.82M,#VALUE!,9820000,16.9k,1010
Portugal,1981,9.87,9870000,9.87M,#VALUE!,9870000,17.3k,1120
Portugal,1982,9.9,9900000,9.9M,#VALUE!,9900000,17.3k,1120
Portugal,1983,9.92,9920000,9.92M,#VALUE!,9920000,17.1k,1120
Portugal,1984,9.93,9930000,9.93M,#VALUE!,9930000,17.6k,1090
Portugal,1985,9.93,9930000,9.93M,#VALUE!,9930000,18.5k,1210
Portugal,1986,9.91,9910000,9.91M,#VALUE!,9910000,19.7k,1240
Portugal,1987,9.9,9900000,9.9M,#VALUE!,9900000,21.3k,1300
Portugal,1988,9.89,9890000,9.89M,#VALUE!,9890000,22.5k,1580
Portugal,1989,9.9,9900000,9.9M,#VALUE!,9900000,23.6k,1680
Portugal,1990,9.92,9920000,9.92M,#VALUE!,9920000,24.7k,1700
Portugal,1991,9.95,9950000,9.95M,#VALUE!,9950000,25k,1810
Portugal,1992,10,10000000,10M,#VALUE!,10000000,24.5k,1790
Portugal,1993,10,10000000,10M,#VALUE!,10000000,24.6k,1830
Portugal,1994,10.1,10100000,10.1M,#VALUE!,10100000,25.6k,2010
Portugal,1995,10.1,10100000,10.1M,#VALUE!,10100000,26.4k,1990
Portugal,1996,10.2,10200000,10.2M,#VALUE!,10200000,27.4k,2080
Portugal,1997,10.2,10200000,10.2M,#VALUE!,10200000,28.6k,2240
Portugal,1998,10.3,10300000,10.3M,#VALUE!,10300000,29.6k,2390
Portugal,1999,10.3,10300000,10.3M,#VALUE!,10300000,30.5k,2390
Portugal,2000,10.3,10300000,10.3M,#VALUE!,10300000,30.9k,2390
Portugal,2001,10.4,10400000,10.4M,#VALUE!,10400000,30.9k,2480
Portugal,2002,10.4,10400000,10.4M,#VALUE!,10400000,30.5k,2400
Portugal,2003,10.5,10500000,10.5M,#VALUE!,10500000,31k,2460
Portugal,2004,10.5,10500000,10.5M,#VALUE!,10500000,31.2k,2520
Portugal,2005,10.5,10500000,10.5M,#VALUE!,10500000,31.6k,2390
Portugal,2006,10.6,10600000,10.6M,#VALUE!,10600000,32.4k,2400
Portugal,2007,10.6,10600000,10.6M,#VALUE!,10600000,32.4k,2340
Portugal,2008,10.6,10600000,10.6M,#VALUE!,10600000,31.4k,2300
Portugal,2009,10.6,10600000,10.6M,#VALUE!,10600000,31.9k,2220
Portugal,2010,10.6,10600000,10.6M,#VALUE!,10600000,31.4k,2160
Paraguay,1970,2.54,2540000,2.54M,#VALUE!,2540000,3840,540
Paraguay,1971,2.6,2600000,2.6M,#VALUE!,2600000,4040,541
Paraguay,1972,2.66,2660000,2.66M,#VALUE!,2660000,4270,571
Paraguay,1973,2.72,2720000,2.72M,#VALUE!,2720000,4550,553
Paraguay,1974,2.79,2790000,2.79M,#VALUE!,2790000,4800,528
Paraguay,1975,2.86,2860000,2.86M,#VALUE!,2860000,5080,548
Paraguay,1976,2.94,2940000,2.94M,#VALUE!,2940000,5590,580
Paraguay,1977,3.01,3010000,3.01M,#VALUE!,3010000,6160,631
Paraguay,1978,3.1,3100000,3.1M,#VALUE!,3100000,6800,623
Paraguay,1979,3.18,3180000,3.18M,#VALUE!,3180000,7480,655
Paraguay,1980,3.27,3270000,3.27M,#VALUE!,3270000,8020,636
Paraguay,1981,3.37,3370000,3.37M,#VALUE!,3370000,7820,630
Paraguay,1982,3.47,3470000,3.47M,#VALUE!,3470000,7460,626
Paraguay,1983,3.57,3570000,3.57M,#VALUE!,3570000,7550,619
Paraguay,1984,3.68,3680000,3.68M,#VALUE!,3680000,7700,614
Paraguay,1985,3.78,3780000,3.78M,#VALUE!,3780000,7560,622
Paraguay,1986,3.89,3890000,3.89M,#VALUE!,3890000,7740,698
Paraguay,1987,4,4000000,4M,#VALUE!,4000000,8080,726
Paraguay,1988,4.11,4110000,4.11M,#VALUE!,4110000,8380,769
Paraguay,1989,4.22,4220000,4.22M,#VALUE!,4220000,8470,728
Paraguay,1990,4.33,4330000,4.33M,#VALUE!,4330000,8550,732
Paraguay,1991,4.45,4450000,4.45M,#VALUE!,4450000,8470,711
Paraguay,1992,4.56,4560000,4.56M,#VALUE!,4560000,8680,720
Paraguay,1993,4.67,4670000,4.67M,#VALUE!,4670000,8920,768
Paraguay,1994,4.78,4780000,4.78M,#VALUE!,4780000,9310,822
Paraguay,1995,4.89,4890000,4.89M,#VALUE!,4890000,9240,822
Paraguay,1996,5,5000000,5M,#VALUE!,5000000,9420,874
Paraguay,1997,5.11,5110000,5.11M,#VALUE!,5110000,9230,844
Paraguay,1998,5.22,5220000,5.22M,#VALUE!,5220000,8910,789
Paraguay,1999,5.32,5320000,5.32M,#VALUE!,5320000,8530,723
Paraguay,2000,5.43,5430000,5.43M,#VALUE!,5430000,8290,722
Paraguay,2001,5.53,5530000,5.53M,#VALUE!,5530000,8140,702
Paraguay,2002,5.63,5630000,5.63M,#VALUE!,5630000,8340,704
Paraguay,2003,5.73,5730000,5.73M,#VALUE!,5730000,8530,699
Paraguay,2004,5.82,5820000,5.82M,#VALUE!,5820000,8570,680
Paraguay,2005,5.91,5910000,5.91M,#VALUE!,5910000,8850,690
Paraguay,2006,6,6000000,6M,#VALUE!,6000000,9190,705
Paraguay,2007,6.08,6080000,6.08M,#VALUE!,6080000,9640,729
Paraguay,2008,6.16,6160000,6.16M,#VALUE!,6160000,9490,728
Paraguay,2009,6.25,6250000,6.25M,#VALUE!,6250000,10.4k,769
Paraguay,2010,6.33,6330000,6.33M,#VALUE!,6330000,10.7k,770
Qatar,1970,119k,#VALUE!,119,119000,119000,154k,7750
Qatar,1971,131k,#VALUE!,131,131000,131000,155k,7800
Qatar,1972,142k,#VALUE!,142,142000,142000,157k,10.1k
Qatar,1973,154k,#VALUE!,154,154000,154000,153k,8010
Qatar,1974,164k,#VALUE!,164,164000,164000,150k,12.4k
Qatar,1975,174k,#VALUE!,174,174000,174000,153k,8800
Qatar,1976,182k,#VALUE!,182,182000,182000,134k,9520
Qatar,1977,192k,#VALUE!,192,192000,192000,137k,8450
Qatar,1978,205k,#VALUE!,205,205000,205000,134k,13.7k
Qatar,1979,224k,#VALUE!,224,224000,224000,121k,14.8k
Qatar,1980,248k,#VALUE!,248,248000,248000,109k,16.7k
Qatar,1981,277k,#VALUE!,277,277000,277000,90.5k,17.3k
Qatar,1982,309k,#VALUE!,309,309000,309000,79.1k,16.1k
Qatar,1983,341k,#VALUE!,341,341000,341000,74.5k,16.5k
Qatar,1984,371k,#VALUE!,371,371000,371000,66.6k,15.2k
Qatar,1985,398k,#VALUE!,398,398000,398000,64.9k,15.1k
Qatar,1986,422k,#VALUE!,422,422000,422000,60.7k,14.7k
Qatar,1987,444k,#VALUE!,444,444000,444000,60.7k,14.6k
Qatar,1988,462k,#VALUE!,462,462000,462000,61.5k,14.4k
Qatar,1989,476k,#VALUE!,476,476000,476000,61.2k,13.7k
Qatar,1990,487k,#VALUE!,487,487000,487000,58.3k,14.8k
Qatar,1991,495k,#VALUE!,495,495000,495000,63.4k,15.2k
Qatar,1992,501k,#VALUE!,501,501000,501000,61.3k,15.6k
Qatar,1993,507k,#VALUE!,507,507000,507000,61k,15.5k
Qatar,1994,513k,#VALUE!,513,513000,513000,61.2k,15.9k
Qatar,1995,523k,#VALUE!,523,523000,523000,62.3k,16.5k
Qatar,1996,535k,#VALUE!,535,535000,535000,78.4k,19k
Qatar,1997,552k,#VALUE!,552,552000,552000,83.9k,19.3k
Qatar,1998,570k,#VALUE!,570,570000,570000,83.9k,19.8k
Qatar,1999,592k,#VALUE!,592,592000,592000,86.6k,18.4k
Qatar,2000,615k,#VALUE!,615,615000,615000,86.6k,19.6k
Qatar,2001,641k,#VALUE!,641,641000,641000,89.1k,21.3k
Qatar,2002,682k,#VALUE!,682,682000,682000,86.9k,20.7k
Qatar,2003,753k,#VALUE!,753,753000,753000,93.7k,22.1k
Qatar,2004,865k,#VALUE!,865,865000,865000,87.7k,19.3k
Qatar,2005,1.02,1020000,1.02M,#VALUE!,1020000,93.7k,19.2k
Qatar,2006,1.22,1220000,1.22M,#VALUE!,1220000,92.8k,18.2k
Qatar,2007,1.44,1440000,1.44M,#VALUE!,1440000,92.6k,15.8k
Qatar,2008,1.65,1650000,1.65M,#VALUE!,1650000,90k,14.6k
Qatar,2009,1.86,1860000,1.86M,#VALUE!,1860000,95.9k,14.9k
Qatar,2010,2.04,2040000,2.04M,#VALUE!,2040000,99.1k,15.4k
Romania,1970,20.8,20800000,20.8M,#VALUE!,20800000,5550,2060
Romania,1971,21,21000000,21M,#VALUE!,21000000,6360,2130
Romania,1972,21.2,21200000,21.2M,#VALUE!,21200000,7280,2300
Romania,1973,21.5,21500000,21.5M,#VALUE!,21500000,7450,2290
Romania,1974,21.7,21700000,21.7M,#VALUE!,21700000,7720,2430
Romania,1975,21.9,21900000,21.9M,#VALUE!,21900000,8700,2590
Romania,1976,22.1,22100000,22.1M,#VALUE!,22100000,9340,2740
Romania,1977,22.3,22300000,22.3M,#VALUE!,22300000,10.3k,2920
Romania,1978,22.5,22500000,22.5M,#VALUE!,22500000,10.6k,2880
Romania,1979,22.6,22600000,22.6M,#VALUE!,22600000,10.8k,2940
Romania,1980,22.7,22700000,22.7M,#VALUE!,22700000,11k,2900
Romania,1981,22.8,22800000,22.8M,#VALUE!,22800000,11.6k,2880
Romania,1982,22.9,22900000,22.9M,#VALUE!,22900000,12.5k,2890
Romania,1983,23,23000000,23M,#VALUE!,23000000,13.5k,2860
Romania,1984,23.1,23100000,23.1M,#VALUE!,23100000,13.6k,2860
Romania,1985,23.2,23200000,23.2M,#VALUE!,23200000,14.2k,2920
Romania,1986,23.3,23300000,23.3M,#VALUE!,23300000,14.5k,3030
Romania,1987,23.4,23400000,23.4M,#VALUE!,23400000,14.6k,3030
Romania,1988,23.5,23500000,23.5M,#VALUE!,23500000,13.9k,2990
Romania,1989,23.5,23500000,23.5M,#VALUE!,23500000,13.3k,2680
Romania,1990,23.5,23500000,23.5M,#VALUE!,23500000,11.7k,2230
Romania,1991,23.4,23400000,23.4M,#VALUE!,23400000,10.8k,2050
Romania,1992,23.3,23300000,23.3M,#VALUE!,23300000,11k,2000
Romania,1993,23.1,23100000,23.1M,#VALUE!,23100000,11.4k,1890
Romania,1994,23,23000000,23M,#VALUE!,23000000,12.2k,2050
Romania,1995,22.8,22800000,22.8M,#VALUE!,22800000,12.7k,2110
Romania,1996,22.6,22600000,22.6M,#VALUE!,22600000,12.1k,1990
Romania,1997,22.5,22500000,22.5M,#VALUE!,22500000,11.9k,1820
Romania,1998,22.3,22300000,22.3M,#VALUE!,22300000,11.8k,1610
Romania,1999,22.1,22100000,22.1M,#VALUE!,22100000,12.1k,1610
Romania,2000,22,22000000,22M,#VALUE!,22000000,13k,1660
Romania,2001,21.9,21900000,21.9M,#VALUE!,21900000,14k,1760
Romania,2002,21.7,21700000,21.7M,#VALUE!,21700000,14.4k,1830
Romania,2003,21.6,21600000,21.6M,#VALUE!,21600000,16k,1800
Romania,2004,21.4,21400000,21.4M,#VALUE!,21400000,16.8k,1810
Romania,2005,21.2,21200000,21.2M,#VALUE!,21200000,18.3k,1880
Romania,2006,21,21000000,21M,#VALUE!,21000000,19.9k,1900
Romania,2007,20.8,20800000,20.8M,#VALUE!,20800000,22.1k,1930
Romania,2008,20.6,20600000,20.6M,#VALUE!,20600000,21.1k,1710
Romania,2009,20.5,20500000,20.5M,#VALUE!,20500000,20.4k,1730
Romania,2010,20.3,20300000,20.3M,#VALUE!,20300000,20.9k,1780
Saudi Arabia,1970,6.1,6100000,6.1M,#VALUE!,6100000,15.5k,1210
Saudi Arabia,1971,6.39,6390000,6.39M,#VALUE!,6390000,17.4k,978
Saudi Arabia,1972,6.71,6710000,6.71M,#VALUE!,6710000,20.2k,1080
Saudi Arabia,1973,7.05,7050000,7.05M,#VALUE!,7050000,22.6k,1150
Saudi Arabia,1974,7.42,7420000,7.42M,#VALUE!,7420000,21.6k,1180
Saudi Arabia,1975,7.8,7800000,7.8M,#VALUE!,7800000,22.2k,1300
Saudi Arabia,1976,8.21,8210000,8.21M,#VALUE!,8210000,24k,1380
Saudi Arabia,1977,8.65,8650000,8.65M,#VALUE!,8650000,23.7k,1980
Saudi Arabia,1978,9.14,9140000,9.14M,#VALUE!,9140000,23.5k,2460
Saudi Arabia,1979,9.69,9690000,9.69M,#VALUE!,9690000,24.2k,3210
Saudi Arabia,1980,10.3,10300000,10.3M,#VALUE!,10300000,24.6k,4100
Saudi Arabia,1981,11,11000000,11M,#VALUE!,11000000,23.6k,4310
Saudi Arabia,1982,11.7,11700000,11.7M,#VALUE!,11700000,19.9k,4430
Saudi Arabia,1983,12.4,12400000,12.4M,#VALUE!,12400000,18.8k,3680
Saudi Arabia,1984,13.1,13100000,13.1M,#VALUE!,13100000,16.6k,3510
Saudi Arabia,1985,13.8,13800000,13.8M,#VALUE!,13800000,14.8k,3330
Saudi Arabia,1986,14.4,14400000,14.4M,#VALUE!,14400000,14.9k,3800
Saudi Arabia,1987,15.1,15100000,15.1M,#VALUE!,15100000,14.7k,4170
Saudi Arabia,1988,15.7,15700000,15.7M,#VALUE!,15700000,14.7k,4010
Saudi Arabia,1989,16.2,16200000,16.2M,#VALUE!,16200000,16.5k,3570
Saudi Arabia,1990,16.8,16800000,16.8M,#VALUE!,16800000,19.4k,4030
Saudi Arabia,1991,17.3,17300000,17.3M,#VALUE!,17300000,20.6k,4450
Saudi Arabia,1992,17.8,17800000,17.8M,#VALUE!,17800000,20.8k,4500
Saudi Arabia,1993,18.2,18200000,18.2M,#VALUE!,18200000,21.5k,4610
Saudi Arabia,1994,18.6,18600000,18.6M,#VALUE!,18600000,22.1k,4530
Saudi Arabia,1995,19,19000000,19M,#VALUE!,19000000,23.3k,4750
Saudi Arabia,1996,19.4,19400000,19.4M,#VALUE!,19400000,24.3k,4440
Saudi Arabia,1997,19.8,19800000,19.8M,#VALUE!,19800000,25.7k,4650
Saudi Arabia,1998,20.2,20200000,20.2M,#VALUE!,20200000,25.4k,4630
Saudi Arabia,1999,20.7,20700000,20.7M,#VALUE!,20700000,27.5k,4740
Saudi Arabia,2000,21.2,21200000,21.2M,#VALUE!,21200000,27.8k,4740
Saudi Arabia,2001,21.8,21800000,21.8M,#VALUE!,21800000,27.7k,5100
Saudi Arabia,2002,22.5,22500000,22.5M,#VALUE!,22500000,31.5k,5010
Saudi Arabia,2003,23.1,23100000,23.1M,#VALUE!,23100000,34.8k,5180
Saudi Arabia,2004,23.8,23800000,23.8M,#VALUE!,23800000,37.6k,5150
Saudi Arabia,2005,24.5,24500000,24.5M,#VALUE!,24500000,39.7k,5540
Saudi Arabia,2006,25.2,25200000,25.2M,#VALUE!,25200000,41.5k,5570
Saudi Arabia,2007,25.9,25900000,25.9M,#VALUE!,25900000,45.3k,6050
Saudi Arabia,2008,26.6,26600000,26.6M,#VALUE!,26600000,44.4k,6260
Saudi Arabia,2009,27.4,27400000,27.4M,#VALUE!,27400000,44k,6760
Saudi Arabia,2010,28.3,28300000,28.3M,#VALUE!,28300000,47k,6300
Sudan,1970,10.6,10600000,10.6M,#VALUE!,10600000,1840,662
Sudan,1971,11,11000000,11M,#VALUE!,11000000,1770,652
Sudan,1972,11.3,11300000,11.3M,#VALUE!,11300000,1580,649
Sudan,1973,11.7,11700000,11.7M,#VALUE!,11700000,1700,634
Sudan,1974,12.1,12100000,12.1M,#VALUE!,12100000,1870,615
Sudan,1975,12.6,12600000,12.6M,#VALUE!,12600000,2160,594
Sudan,1976,13,13000000,13M,#VALUE!,13000000,2430,591
Sudan,1977,13.5,13500000,13.5M,#VALUE!,13500000,2330,579
Sudan,1978,14,14000000,14M,#VALUE!,14000000,2020,564
Sudan,1979,14.5,14500000,14.5M,#VALUE!,14500000,1990,577
Sudan,1980,15,15000000,15M,#VALUE!,15000000,1970,562
Sudan,1981,15.6,15600000,15.6M,#VALUE!,15600000,2170,567
Sudan,1982,16.1,16100000,16.1M,#VALUE!,16100000,2090,566
Sudan,1983,16.7,16700000,16.7M,#VALUE!,16700000,1930,545
Sudan,1984,17.2,17200000,17.2M,#VALUE!,17200000,1760,550
Sudan,1985,17.8,17800000,17.8M,#VALUE!,17800000,1790,541
Sudan,1986,18.3,18300000,18.3M,#VALUE!,18300000,1810,517
Sudan,1987,18.9,18900000,18.9M,#VALUE!,18900000,1810,532
Sudan,1988,19.5,19500000,19.5M,#VALUE!,19500000,1920,516
Sudan,1989,20.1,20100000,20.1M,#VALUE!,20100000,1730,528
Sudan,1990,20.9,20900000,20.9M,#VALUE!,20900000,1820,508
Sudan,1991,21.7,21700000,21.7M,#VALUE!,21700000,1890,489
Sudan,1992,22.5,22500000,22.5M,#VALUE!,22500000,1920,457
Sudan,1993,23.3,23300000,23.3M,#VALUE!,23300000,1890,511
Sudan,1994,24.1,24100000,24.1M,#VALUE!,24100000,1950,497
Sudan,1995,24.8,24800000,24.8M,#VALUE!,24800000,2010,495
Sudan,1996,25.4,25400000,25.4M,#VALUE!,25400000,2170,493
Sudan,1997,26,26000000,26M,#VALUE!,26000000,2200,487
Sudan,1998,26.6,26600000,26.6M,#VALUE!,26600000,2210,529
Sudan,1999,27.3,27300000,27.3M,#VALUE!,27300000,2280,488
Sudan,2000,28,28000000,28M,#VALUE!,28000000,2360,498
Sudan,2001,28.7,28700000,28.7M,#VALUE!,28700000,2450,527
Sudan,2002,29.5,29500000,29.5M,#VALUE!,29500000,2560,499
Sudan,2003,30.2,30200000,30.2M,#VALUE!,30200000,2590,487
Sudan,2004,30.9,30900000,30.9M,#VALUE!,30900000,2710,484
Sudan,2005,31.7,31700000,31.7M,#VALUE!,31700000,2900,508
Sudan,2006,32.4,32400000,32.4M,#VALUE!,32400000,3140,481
Sudan,2007,33.1,33100000,33.1M,#VALUE!,33100000,3300,478
